pupilid,wordscore,sentscore,letterscore,spellscore,additions_score,substractions_score,multiplications_score
8581160,24,14,52,9,9,7,3
8581162,20,3,51,5,5,3,3
8581169,18,23,37,8,6,5,2
8581176,24,15,47,6,7,6,3
8581177,4,5,25,1,7,5,0
8581178,18,6,39,8,8,7,0
8591001,0,3,3,0,0,0,0
8591002,0,0,9,0,0,0,0
8591005,0,4,0,0,0,0,0
8591008,0,0,0,0,0,0,0
8591010,2,3,14,1,1,0,0
8591011,0,8,31,0,3,0,0
8591013,0,6,19,0,2,3,0
8591015,8,0,14,0,3,0,0
8591016,0,0,31,0,2,0,0
8591017,0,0,18,0,2,1,0
8591021,0,0,35,1,3,2,0
8591022,0,0,57,0,2,3,0
8591025,2,9,12,0,0,0,0
8591028,0,0,0,0,6,4,0
8591029,8,8,0,1,0,0,0
8591030,0,2,52,0,2,0,0
8591031,0,0,31,0,3,3,0
8591032,0,0,21,0,4,4,0
8591036,2,0,41,4,3,2,0
8591037,0,2,42,0,3,2,0
8591040,20,12,43,6,4,5,0
8591042,6,6,48,0,3,1,0
8591043,6,0,29,0,4,5,0
8591045,0,4,31,3,5,3,3
8591046,8,1,34,1,4,0,0
8591047,0,2,70,7,6,6,2
8591048,4,0,26,0,1,0,0
8591049,0,0,42,1,6,5,1
8591051,0,1,28,1,3,1,0
8591054,4,1,45,5,5,2,1
8591055,22,30,47,10,4,3,2
8591057,0,0,21,0,5,5,0
8591058,24,26,68,9,4,5,0
8591063,12,2,32,6,6,5,1
8591064,0,5,30,0,0,0,0
8591066,6,2,51,4,4,5,1
8591067,22,5,38,6,6,5,1
8591068,18,8,37,7,5,6,0
8591070,20,9,69,9,3,4,0
8591074,8,1,23,2,4,5,2
8591075,0,0,37,1,7,5,0
8591076,20,3,57,7,6,5,0
8591077,12,7,57,9,6,5,3
8591081,22,28,61,9,7,4,0
8591082,6,21,44,9,3,1,2
8591083,0,6,35,1,3,3,0
8591085,0,0,23,0,6,3,2
8591086,16,6,9,0,6,3,0
8591088,16,7,37,8,6,4,0
8591089,20,0,34,7,4,5,2
8591091,6,4,32,1,5,6,0
8591095,14,0,32,9,3,6,2
8591096,20,9,53,8,6,3,3
8591097,12,7,47,7,2,5,3
8591098,20,6,60,6,5,5,0
8591100,16,3,62,7,8,5,1
8591102,10,2,42,0,6,4,0
8591104,4,0,33,3,3,5,2
8591106,20,18,54,9,4,5,1
8591108,18,17,40,8,6,6,1
8591110,22,33,45,9,6,6,3
8601003,0,0,26,6,3,5,0
8601005,18,0,33,4,4,3,0
8601006,14,13,47,10,6,4,2
8601009,0,0,0,1,0,0,0
8601011,0,0,17,1,2,1,0
8601013,2,1,34,0,4,4,0
8601014,8,0,0,0,1,1,0
8601015,0,4,21,1,3,4,1
8601018,0,1,23,1,3,2,0
8601022,0,0,48,5,6,5,2
8601023,8,0,15,0,4,5,1
8601024,0,0,34,1,3,3,0
8601026,1,0,53,1,7,5,0
8601027,22,1,48,6,7,5,3
8601028,0,7,18,0,2,2,0
8601029,10,2,51,7,4,5,2
8601031,0,1,24,0,0,1,0
8601032,0,12,35,0,3,0,0
8601033,0,7,0,1,0,1,0
8601034,0,0,57,2,5,3,0
8601037,3,2,18,6,4,6,3
8601039,14,8,57,10,7,6,1
8601040,0,6,54,1,4,3,0
8601041,24,30,46,8,7,5,2
8601043,17,6,53,7,4,4,0
8601044,4,0,41,1,4,4,0
8601045,0,2,19,0,3,0,1
8601047,24,0,47,9,5,4,2
8601048,16,2,32,5,3,5,0
8601050,8,1,52,5,3,3,1
8601052,0,12,22,0,4,1,0
8601053,6,1,25,0,3,1,1
8601054,18,3,60,6,5,4,0
8601056,8,0,49,0,6,6,0
8601057,0,6,45,1,4,4,2
8601058,5,0,52,1,1,1,0
8601059,0,0,46,0,2,0,1
8601061,12,0,41,3,3,0,0
8601062,16,2,47,7,5,5,0
8601065,0,3,8,0,3,1,0
8601068,2,0,54,3,3,0,0
8601069,18,9,55,7,3,3,0
8601073,0,0,25,0,5,2,0
8601076,24,13,46,9,4,5,0
8601077,14,0,35,6,5,5,0
8601078,22,10,63,7,5,5,0
8601080,24,10,58,8,5,5,2
8601081,0,2,11,0,4,5,0
8601082,0,12,28,0,3,5,1
8601083,24,0,65,6,5,5,0
8601085,18,0,53,8,6,2,1
8601086,0,1,67,0,6,5,3
8601087,8,7,70,7,4,5,3
8601089,20,6,54,8,4,4,1
8601090,8,0,55,0,4,3,2
8601092,16,6,63,8,4,4,2
8611001,0,3,17,0,1,0,0
8611002,0,0,1,0,3,4,0
8611005,0,0,29,0,1,3,0
8611006,0,0,8,0,0,0,0
8611007,0,1,31,3,1,4,0
8611008,6,0,21,0,0,5,0
8611009,6,1,42,2,1,5,0
8611010,0,0,24,1,2,5,0
8611011,0,0,19,0,3,1,0
8611012,0,1,18,0,3,1,0
8611014,0,4,22,0,3,3,0
8611015,0,0,8,0,3,1,0
8611016,4,2,17,0,3,0,0
8611017,0,8,27,0,3,0,0
8611019,0,1,0,0,0,1,0
8611020,0,5,9,0,0,0,0
8611021,0,1,24,3,2,1,0
8611024,0,2,10,0,1,3,0
8611026,0,0,16,1,2,2,0
8611027,0,0,25,0,5,4,0
8611028,0,4,6,1,5,3,0
8611029,0,1,17,0,4,5,0
8611030,0,4,14,1,1,1,0
8611031,0,7,19,2,0,5,0
8611032,0,3,24,1,3,2,0
8611033,14,0,38,4,2,5,0
8611035,0,7,13,0,0,0,0
8611036,2,4,38,1,4,5,0
8611037,0,0,46,1,0,5,0
8611038,0,2,7,0,1,0,0
8611039,0,7,0,0,1,2,0
8611041,4,1,17,1,0,4,0
8611042,16,0,42,5,4,3,0
8611043,20,5,25,5,4,5,0
8611045,7,7,0,2,3,3,0
8611046,18,10,37,6,5,5,2
8611047,0,8,0,0,0,0,0
8611048,0,6,15,1,2,1,0
8611049,0,0,9,4,4,5,0
8611051,8,0,29,4,4,5,0
8611052,6,3,33,5,3,2,0
8611054,2,0,36,4,3,5,0
8611055,0,0,47,5,4,6,0
8611056,23,5,49,9,5,5,0
8611058,0,0,20,0,2,2,0
8611060,0,0,41,1,2,4,0
8611061,18,4,26,4,5,6,0
8611063,6,1,8,4,5,6,0
8611064,24,8,32,7,6,4,3
8611065,18,7,44,8,6,6,0
8611066,0,2,15,3,4,3,0
8611067,6,0,31,6,5,6,0
8611068,24,11,35,7,5,4,1
8621001,0,0,0,0,0,0,0
8621006,0,0,0,0,0,0,0
8621010,0,0,0,0,0,0,0
8621011,0,0,2,0,1,1,0
8621013,2,4,20,0,1,4,2
8621017,0,0,0,0,1,0,0
8621022,6,2,1,0,0,0,0
8621024,6,0,3,0,1,0,0
8621025,10,0,12,0,3,5,0
8621026,3,0,1,0,2,0,0
8621027,0,0,1,0,3,0,0
8621031,0,0,0,0,0,0,0
8621034,0,4,3,0,0,0,0
8621036,0,0,2,0,0,0,0
8621038,0,0,8,0,3,1,0
8621040,0,0,4,0,3,3,0
8621041,8,6,5,0,5,5,1
8621044,2,6,0,0,2,3,0
8621048,6,0,1,0,3,0,0
8621051,0,10,0,0,5,4,0
8621053,0,0,0,0,3,5,0
8621054,0,2,1,0,0,1,0
8621055,0,4,21,0,4,3,0
8621062,6,0,8,0,4,4,1
8621066,0,0,17,0,5,5,2
8621069,8,0,2,0,5,5,1
8621071,0,0,9,0,3,0,0
8621076,0,6,5,0,3,1,0
8621079,6,0,8,0,3,4,0
8621082,2,0,8,0,5,4,0
8621090,0,4,10,0,7,6,2
8621092,0,0,22,3,6,5,2
8621093,4,0,0,0,4,5,0
8621095,0,14,34,1,4,5,2
8621097,0,0,0,0,2,0,0
8621098,0,0,7,0,5,6,3
8621099,2,0,16,0,7,5,0
8621102,0,0,0,0,3,4,0
8621103,0,0,11,0,5,3,0
8621106,0,0,0,2,5,5,0
8621109,12,0,21,3,4,4,2
8621110,0,8,23,3,3,4,0
8621115,6,0,16,0,5,5,0
8621117,0,8,5,0,1,0,0
8621118,3,0,61,8,5,6,2
8621124,0,0,17,1,4,5,0
8621135,12,10,31,7,5,5,3
8621137,0,0,9,0,7,5,3
8621138,4,0,23,0,4,4,2
8631003,0,0,0,0,5,3,0
8631004,0,4,0,0,1,1,0
8631005,21,9,25,8,8,5,0
8631007,20,8,24,6,8,5,0
8631008,0,8,0,0,5,5,0
8631009,2,2,0,4,4,6,0
8631014,0,6,15,0,4,4,0
8631016,8,5,21,8,5,5,1
8631017,24,0,29,8,7,4,3
8631024,10,4,0,0,1,1,0
8631026,0,2,0,0,1,0,1
8631028,0,0,0,1,6,5,3
8631030,0,0,0,0,1,0,0
8631032,0,0,0,0,0,0,0
8631033,0,0,13,0,5,1,0
8631034,0,0,0,0,0,0,0
8631035,0,0,4,2,4,0,0
8631038,0,0,0,0,4,5,1
8631040,0,0,0,0,0,0,0
8631042,0,0,0,0,3,3,0
8631049,0,7,11,2,4,5,0
8631052,0,7,38,2,4,4,1
8631053,10,1,26,9,7,5,1
8631056,4,0,0,0,4,4,0
8631058,4,1,0,0,2,0,0
8631060,0,0,0,0,3,3,2
8631062,0,4,12,0,5,5,1
8631063,24,5,14,7,4,5,0
8631064,0,0,0,0,1,0,0
8631065,0,0,0,0,0,0,0
8631069,20,30,45,9,8,7,0
8631070,0,0,0,0,0,0,0
8631073,20,3,20,8,7,6,1
8631074,2,3,0,0,2,3,0
8631076,0,0,0,0,0,0,0
8631077,6,0,55,4,3,3,0
8631079,0,6,0,0,3,3,0
8631083,0,0,0,0,3,0,0
8631084,0,0,60,1,3,4,2
8631085,3,2,0,2,5,1,0
8631086,0,0,0,0,3,3,0
8631093,0,0,0,0,0,0,0
8631095,8,0,11,0,7,6,0
8631096,0,0,0,0,1,0,0
8631101,0,0,0,0,1,0,0
8631103,0,0,0,0,0,0,0
8631105,22,5,56,9,5,5,2
8631111,0,0,0,0,2,1,0
8631113,8,0,0,0,2,1,0
8631118,4,4,0,1,5,4,0
8631128,0,8,0,0,3,1,0
8631130,0,8,0,0,2,3,0
8641001,0,0,45,5,4,5,0
8641005,0,3,0,0,4,1,0
8641007,0,5,9,0,0,0,0
8641010,0,6,11,0,4,5,0
8641011,17,6,44,6,6,5,3
8641013,0,1,0,0,0,0,0
8641015,0,0,16,0,3,1,0
8641016,6,4,21,0,3,0,0
8641017,0,9,24,0,5,6,0
8641019,0,0,0,0,0,0,0
8641021,0,3,23,2,4,4,3
8641022,0,0,0,0,0,0,0
8641026,0,3,48,9,7,4,0
8641028,0,0,36,1,4,3,0
8641030,0,6,28,0,2,3,0
8641031,2,7,27,1,4,3,2
8641035,0,0,1,0,3,1,0
8641036,0,0,9,0,0,0,0
8641041,16,8,69,7,7,4,3
8641050,0,0,0,0,4,2,0
8641051,0,7,23,0,2,0,0
8641052,6,0,0,0,2,3,0
8641054,2,0,5,0,0,0,0
8641060,0,3,11,0,0,0,0
8641061,0,4,5,0,1,2,1
8641062,0,0,11,0,0,0,0
8641063,0,0,10,1,4,2,0
8641064,0,2,17,0,2,4,1
8641068,3,0,32,2,2,2,2
8641069,0,0,24,0,3,0,0
8641070,0,6,30,0,2,1,0
8641074,12,0,48,1,8,6,4
8641075,0,2,23,7,4,1,0
8641077,4,2,8,0,2,1,0
8641078,0,0,14,0,2,0,0
8641084,4,2,0,0,0,1,1
8641088,0,0,38,3,4,3,0
8641089,0,2,7,0,1,0,1
8641092,0,1,10,0,3,0,0
8641094,12,0,36,3,4,6,0
8641095,4,2,9,1,1,1,0
8641101,0,0,0,0,0,0,0
8641107,0,0,14,0,3,3,0
8641109,22,0,27,3,2,1,3
8641110,18,5,42,9,5,2,3
8641111,14,0,0,1,1,0,0
8641113,0,1,16,1,3,5,2
8641114,0,0,0,0,3,1,0
8641116,2,0,16,0,6,7,4
8641118,9,0,53,5,3,3,0
8641119,0,8,40,0,3,0,0
8641120,0,0,16,0,3,4,3
8641122,6,0,0,0,0,0,0
8641123,0,0,17,0,3,0,0
8641124,0,0,13,0,1,3,0
8661002,4,3,13,2,3,2,0
8661004,8,1,19,2,1,0,0
8661005,6,0,6,0,1,2,0
8661006,0,0,0,0,0,0,0
8661007,3,0,0,0,0,0,0
8661009,4,1,0,0,3,1,0
8661011,0,0,1,0,1,1,0
8661016,0,5,12,0,1,1,0
8661024,0,0,1,0,0,0,0
8661027,3,5,7,0,0,0,0
8661029,0,0,7,0,0,1,0
8661035,0,6,3,0,0,0,0
8661036,0,6,16,1,3,1,0
8661039,0,0,4,0,0,1,0
8661040,0,8,0,0,0,0,0
8661041,6,0,24,5,3,5,3
8661042,0,0,11,2,4,5,0
8661043,0,8,8,0,1,1,0
8661045,0,8,0,0,0,0,0
8661047,0,0,0,0,1,0,0
8661048,20,6,25,9,3,2,0
8661049,6,0,13,1,7,1,0
8661051,10,0,14,0,2,0,0
8661054,0,9,0,0,3,3,0
8661055,6,0,5,0,5,3,0
8661056,0,0,6,0,2,2,0
8661057,2,0,20,0,5,5,1
8661059,2,3,40,0,5,5,1
8661060,0,0,8,2,3,3,0
8661063,6,0,7,0,4,5,0
8661064,6,1,14,0,4,5,3
8661065,4,6,6,0,5,2,0
8661066,0,0,0,0,2,3,0
8661072,8,0,8,0,4,5,0
8661077,0,0,7,0,2,5,2
8661080,0,4,14,1,6,4,1
8661081,0,0,8,0,2,1,0
8661084,2,1,14,0,2,5,0
8661085,0,1,19,4,5,4,0
8661087,2,0,0,0,1,2,0
8661088,8,2,27,5,5,5,3
8661091,0,4,4,0,4,5,2
8661093,0,0,15,5,7,6,2
8661094,2,0,16,0,5,4,3
8661095,6,10,8,0,4,5,1
8661097,4,14,36,8,4,5,1
8661102,0,0,5,0,5,4,0
8671001,17,2,29,4,8,6,3
8671002,7,0,7,1,4,5,0
8671003,0,0,0,0,2,0,0
8671005,4,4,0,1,1,0,0
8671006,0,8,32,2,5,6,2
8671008,5,0,17,2,5,3,0
8671009,0,7,7,0,3,1,0
8671011,0,0,17,0,4,4,0
8671013,5,0,12,1,5,4,0
8671014,6,0,41,5,6,6,3
8671015,14,0,10,5,5,5,2
8671016,22,7,27,8,8,5,3
8671018,0,4,17,0,6,4,1
8671021,2,4,20,0,1,4,0
8671022,18,0,31,7,5,3,0
8671023,6,3,16,2,5,5,0
8671024,2,3,15,2,6,6,0
8671025,2,3,0,0,4,5,0
8671027,0,0,0,0,1,0,0
8671028,0,6,19,0,3,3,0
8671031,24,7,55,9,7,3,2
8671032,4,0,0,0,4,5,1
8671034,0,0,47,0,2,5,0
8671035,0,8,3,0,3,5,2
8671036,6,4,28,2,8,5,0
8671038,1,1,12,3,5,2,0
8671043,16,0,11,7,3,3,0
8671044,6,0,6,0,4,5,1
8671045,0,0,20,1,8,5,3
8671047,12,0,22,5,4,3,1
8671050,6,0,42,1,6,6,1
8671052,24,0,41,10,7,5,2
8671053,10,0,21,2,4,5,2
8671056,18,0,40,5,8,5,0
8671062,2,6,14,0,5,1,0
8671064,0,7,7,1,1,1,0
8671065,0,7,9,2,3,1,0
8671068,1,1,33,1,7,5,0
8671073,14,6,43,8,8,5,0
8671074,20,11,55,10,7,6,3
8671076,22,11,59,9,6,4,2
8671078,6,4,6,3,4,6,1
8671079,4,0,20,5,5,4,3
8671080,4,0,69,1,8,6,2
8671081,4,0,28,1,5,5,3
8671083,20,4,37,5,5,6,0
8671086,10,8,35,7,7,5,0
8671505,18,7,39,9,7,5,3
8671506,2,0,6,4,4,5,2
8671508,4,6,13,1,5,3,0
8711001,2,0,15,0,5,5,1
8711004,6,8,16,3,3,3,0
8711005,0,0,23,3,2,0,0
8711006,0,0,11,1,1,1,0
8711010,0,0,23,0,4,3,0
8711011,8,4,13,1,7,2,1
8711012,0,6,0,0,4,5,1
8711013,0,0,0,0,0,0,0
8711015,0,0,8,1,8,6,1
8711017,0,6,9,0,2,2,0
8711018,0,2,4,0,4,4,0
8711019,10,0,12,1,8,4,2
8711023,0,0,63,0,0,0,0
8711024,0,0,0,0,0,0,0
8711026,0,2,0,0,0,0,0
8711029,0,0,9,0,5,6,0
8711030,4,0,0,0,0,0,0
8711031,0,0,13,0,3,5,2
8711032,5,10,0,0,0,0,0
8711033,0,6,10,1,3,3,0
8711034,0,6,0,0,5,5,2
8711037,0,8,0,0,3,4,1
8711039,4,0,0,0,0,0,0
8711040,22,11,44,9,5,4,3
8711041,0,6,0,0,5,5,2
8711046,0,0,0,0,1,0,0
8711047,0,0,0,0,1,0,0
8711049,0,0,8,0,5,5,0
8711050,22,6,44,8,4,4,2
8711051,0,8,25,0,1,1,2
8711052,0,0,0,0,0,0,0
8711053,0,8,7,0,4,6,0
8711055,0,0,63,0,0,1,0
8711056,0,3,14,1,7,6,3
8711057,0,0,13,0,4,3,0
8711059,0,1,28,0,4,5,0
8711062,22,9,32,10,5,6,2
8711063,0,2,14,3,5,5,0
8711065,0,7,2,0,0,0,0
8711066,0,0,11,0,0,4,0
8711067,0,0,25,0,4,4,0
8711068,0,4,14,0,5,6,0
8711069,5,0,23,0,3,3,2
8711070,0,0,14,0,3,4,2
8711071,6,0,0,0,0,0,0
8721001,0,8,8,0,3,1,0
8721006,2,0,0,0,4,1,0
8721010,2,5,10,0,3,1,0
8721011,0,7,0,0,1,2,0
8721016,0,0,6,3,3,4,3
8721017,0,0,3,1,2,1,0
8721019,2,0,9,0,3,2,0
8721022,6,0,36,4,7,4,0
8721027,0,5,8,0,2,1,0
8721030,0,0,18,2,4,4,1
8721036,2,0,8,1,2,4,0
8721038,0,7,0,0,2,1,0
8721042,2,0,3,0,4,5,0
8721045,0,0,8,0,1,0,1
8721046,0,0,6,2,8,5,3
8721048,0,3,0,1,3,2,0
8721049,4,0,4,0,5,5,0
8721050,4,4,8,0,0,0,0
8721053,22,24,52,8,4,5,2
8721056,2,8,35,4,5,4,3
8721058,14,11,35,5,7,4,2
8721060,0,0,7,0,3,1,0
8721064,0,6,1,0,2,3,0
8721065,0,6,4,0,1,1,0
8721066,3,0,11,0,3,4,3
8721067,0,0,11,0,3,5,0
8721071,0,0,13,0,7,3,2
8721075,11,4,28,6,5,3,1
8721076,0,0,14,4,9,4,0
8721079,0,10,0,0,5,3,0
8721080,10,4,57,5,6,5,3
8721087,0,6,8,0,5,2,0
8721089,6,0,6,0,3,6,3
8721093,0,0,2,0,0,0,0
8721096,0,0,12,0,5,5,0
8721097,2,0,0,0,2,1,0
8721098,0,0,9,0,8,3,0
8721099,0,1,1,0,2,0,0
8721100,0,0,0,0,0,2,0
8721101,8,0,16,0,4,1,0
8721102,0,11,2,1,0,5,0
8721109,0,0,9,0,4,5,0
8721110,0,0,11,0,4,5,0
8721112,4,0,10,5,6,5,3
8721115,6,4,0,0,4,5,0
8721117,3,0,8,0,4,0,0
8721120,0,3,0,0,2,0,0
8721121,0,6,1,0,2,2,0
8721123,4,6,4,0,4,5,1
8721124,0,10,6,0,5,1,0
8731004,2,0,12,0,0,0,0
8731007,7,4,26,4,5,6,3
8731022,0,0,35,8,2,5,2
8731029,0,0,30,4,6,6,0
8731034,9,0,46,2,5,5,3
8731037,0,0,0,0,0,1,0
8731044,0,5,15,0,0,0,0
8731050,6,0,3,0,0,0,0
8731051,1,0,19,2,1,1,0
8731053,4,0,24,3,5,5,1
8731054,0,3,0,0,0,1,0
8731059,0,6,3,2,3,4,1
8731061,0,0,0,0,2,3,0
8731069,0,2,30,2,6,6,0
8731070,0,0,30,0,7,6,1
8731074,0,3,25,0,0,0,0
8731076,0,0,0,0,0,4,0
8731085,1,0,0,0,0,0,0
8731086,0,0,4,0,3,0,0
8731095,0,6,12,0,8,1,0
8731096,6,0,13,0,2,3,0
8731097,0,0,2,0,3,3,0
8731098,0,2,0,0,0,0,0
8731099,0,0,6,0,0,1,0
8731116,0,0,4,0,1,1,0
8731126,0,0,6,0,3,5,0
8731135,4,4,0,0,0,0,0
8731139,0,0,42,5,7,5,3
8781002,0,0,11,0,1,1,0
8781004,2,1,0,0,1,0,0
8781005,0,3,18,0,4,5,0
8781007,2,0,0,0,3,5,0
8781008,0,4,0,0,3,2,0
8781009,0,5,0,0,3,0,0
8781010,0,3,0,0,0,0,0
8781011,0,6,0,0,4,4,0
8781012,1,0,10,2,3,5,0
8781013,0,7,5,0,0,0,0
8781014,2,7,0,0,0,0,0
8781017,0,6,0,0,3,3,0
8781018,0,2,7,0,4,1,0
8781019,0,2,9,0,4,5,0
8781020,6,0,29,2,4,4,0
8781021,12,6,12,0,4,5,0
8781023,0,1,0,0,0,0,0
8781025,0,3,8,0,3,2,0
8781026,0,0,11,0,1,4,0
8781027,2,2,16,0,2,1,0
8781028,0,7,0,0,0,1,0
8781030,0,7,17,0,4,5,1
8781031,0,2,28,2,3,5,2
8781033,5,0,7,1,3,4,0
8781034,3,0,11,0,3,3,0
8781035,4,0,5,0,0,1,0
8781036,0,1,19,0,1,1,0
8781037,0,1,18,0,4,3,3
8781038,4,3,15,0,2,3,0
8781039,6,3,11,0,5,5,1
8781040,8,0,17,6,2,4,2
8781041,2,3,8,0,0,0,0
8781042,0,0,17,0,1,1,0
8781043,0,0,17,0,4,4,1
8781044,24,6,51,8,4,4,2
8781045,0,0,0,0,3,2,1
8781046,0,0,8,0,0,5,0
8781047,4,0,11,1,4,4,0
8781048,14,10,31,6,5,6,2
8781050,22,7,21,9,6,5,3
8781051,4,8,11,0,3,3,0
8781052,0,0,20,3,2,5,0
8781053,6,2,0,0,0,0,0
8811001,2,12,49,0,3,4,0
8811002,0,0,0,0,0,0,0
8811003,8,3,43,7,4,5,0
8811005,0,0,24,0,5,5,1
8811006,12,14,1,0,0,1,0
8811007,0,0,16,0,1,3,0
8811008,0,0,0,0,6,4,0
8811010,6,4,13,0,3,2,0
8811011,4,2,9,0,3,5,0
8811012,4,4,11,0,6,5,1
8811013,0,2,0,0,5,3,0
8811014,2,0,0,0,3,2,0
8811015,2,2,9,0,0,1,0
8811016,6,0,13,0,1,1,0
8811017,0,0,9,0,5,4,1
8811018,0,1,18,0,2,5,1
8811020,0,6,0,0,0,1,0
8811023,8,0,24,0,5,6,0
8811024,10,0,0,0,2,0,0
8811025,10,0,18,0,5,6,3
8811027,0,0,19,0,4,3,0
8811028,2,6,15,0,2,2,0
8811029,0,0,15,0,1,3,0
8811030,0,0,24,0,3,3,0
8811031,0,2,9,1,8,5,0
8811032,2,4,12,0,1,1,0
8811033,2,12,8,0,3,6,0
8811034,0,4,5,0,1,0,0
8811035,0,0,8,0,1,0,0
8811036,0,2,0,0,0,0,0
8811037,8,2,36,4,4,4,0
8811038,0,12,7,0,1,0,0
8811039,2,0,0,0,3,0,0
8811040,0,2,24,0,0,0,0
8811042,2,0,8,0,3,3,0
8811043,0,4,20,0,2,5,1
8811044,0,6,15,0,2,2,0
8811045,0,0,0,0,0,0,0
8811046,0,0,0,0,1,0,0
8811047,6,2,34,5,5,5,2
8811048,3,0,0,0,3,0,0
8811049,0,6,0,0,3,4,0
8811050,0,0,6,0,1,2,1
8811051,0,0,7,0,1,4,0
8811052,8,0,19,0,5,6,0
8811053,6,0,7,0,2,1,0
8811054,0,0,12,0,2,0,0
8811055,2,0,11,0,5,5,1
8811056,0,4,0,0,1,0,0
8831005,0,1,0,0,0,0,0
8831006,0,3,0,0,0,0,0
8831007,0,2,3,0,0,0,0
8831009,0,0,0,0,0,0,0
8831012,0,0,0,0,0,0,0
8831014,0,0,4,0,4,1,0
8831015,2,0,3,0,1,0,0
8831016,0,0,15,0,4,1,0
8831021,0,0,0,0,2,2,0
8831022,0,0,0,0,0,0,0
8831023,8,0,0,0,3,1,0
8831024,0,7,0,0,0,0,0
8831027,0,1,21,0,0,0,0
8831028,0,0,0,0,0,0,0
8831030,0,7,2,0,1,0,0
8831032,0,3,15,0,1,1,2
8831037,0,5,0,0,0,1,0
8831038,2,0,0,0,0,0,0
8831039,0,0,16,0,0,0,0
8831041,0,2,7,0,2,0,0
8831042,4,0,21,0,2,5,3
8831043,0,1,0,2,3,2,0
8831044,0,9,0,0,0,0,0
8831045,2,6,6,0,2,4,0
8831050,0,0,42,1,5,4,0
8831052,0,6,0,0,0,1,0
8831053,0,1,0,0,1,1,0
8831055,0,0,0,0,2,2,0
8831065,0,0,0,0,2,1,0
8831066,0,1,21,0,0,0,0
8831067,2,0,0,0,2,1,0
8831069,0,4,6,0,3,1,0
8831071,4,0,23,0,0,0,0
8831077,0,0,11,0,4,3,0
8831078,1,5,0,0,3,0,0
8831081,1,3,3,0,1,4,0
8831083,0,0,12,0,2,1,0
8831087,0,0,7,0,2,1,0
8831089,0,3,28,0,3,3,1
8831091,4,0,20,0,3,5,0
8831092,0,6,0,0,4,1,0
8831095,18,4,47,8,5,5,3
8831096,0,0,2,0,2,1,0
8831097,0,0,0,0,3,3,0
8831099,0,0,8,0,3,5,2
8861001,6,6,0,0,3,5,0
8861004,0,4,0,0,5,5,0
8861005,0,0,13,0,1,0,0
8861009,8,4,35,0,7,6,1
8861010,0,11,12,0,3,4,1
8861013,16,9,23,5,5,5,3
8861014,4,0,0,0,4,3,1
8861015,12,12,22,3,3,5,1
8861016,0,2,0,0,3,2,0
8861017,8,10,17,0,5,7,3
8861018,0,6,5,0,4,3,0
8861019,0,2,0,0,1,0,0
8861021,0,4,7,0,1,0,0
8861022,2,0,3,0,2,2,0
8861024,0,0,0,0,3,5,0
8861025,0,0,0,0,2,2,0
8861029,0,0,10,0,3,1,0
8861031,0,9,14,0,2,0,0
8861032,8,4,23,0,4,5,2
8861033,0,0,9,0,2,0,0
8861034,18,0,17,7,4,6,3
8861036,0,0,8,0,0,0,0
8861037,0,4,0,0,3,0,0
8861039,0,2,0,0,1,0,0
8861041,4,3,0,0,0,0,0
8861043,0,0,0,0,0,0,0
8861045,2,0,4,0,4,4,2
8861050,0,10,45,0,4,5,2
8861054,20,16,56,5,6,6,3
8861055,2,0,0,0,0,0,0
8861056,4,0,0,1,5,6,0
8861059,0,6,11,0,5,5,1
8861060,0,0,7,0,2,2,0
8861061,0,0,32,1,3,5,0
8861062,12,7,41,9,4,5,2
8861066,0,2,1,0,4,5,0
8861067,4,0,0,0,3,1,0
8861070,2,2,10,0,5,4,0
8861071,0,8,13,0,5,5,0
8861073,2,0,7,6,4,5,0
8861074,14,10,33,3,6,4,2
8861079,18,29,18,6,6,5,3
8861081,0,0,13,0,3,4,0
8861083,0,0,15,1,4,4,0
8861085,22,17,47,9,5,5,3
8861086,0,0,13,0,5,5,2
8861088,2,0,11,0,0,0,0
8861089,22,21,64,7,4,6,3
8861092,2,0,12,0,5,5,0
8861094,22,22,22,9,6,5,0
8871001,0,1,0,0,0,0,0
8871003,0,0,0,0,3,2,0
8871004,0,0,0,1,1,0,0
8871007,4,0,20,3,4,5,1
8871009,0,0,0,0,2,1,0
8871010,0,9,6,0,4,2,1
8871014,0,3,11,0,3,1,0
8871015,0,7,10,0,3,1,0
8871019,4,7,0,0,4,3,0
8871021,0,5,14,1,4,5,0
8871022,0,8,21,1,5,4,0
8871024,2,7,10,1,4,4,0
8871026,0,5,13,2,3,4,0
8871028,2,4,16,2,4,4,2
8871029,0,9,0,0,3,3,0
8871031,4,3,18,0,3,4,0
8871033,1,0,15,0,4,5,2
8871035,0,6,35,0,3,5,0
8871037,0,0,15,1,5,3,0
8871038,5,8,19,2,5,3,0
8871041,8,9,31,2,5,6,0
8871043,0,1,9,0,4,5,0
8871044,0,9,14,2,5,4,0
8871050,0,8,25,0,4,3,0
8871051,0,5,0,2,3,4,0
8871052,0,0,16,0,3,4,0
8871053,8,0,41,2,6,4,2
8871055,0,0,6,0,5,3,3
8871056,2,0,0,0,5,5,0
8871057,0,0,8,2,4,5,2
8871059,0,0,22,0,3,5,1
8871064,15,4,33,5,4,5,1
8871066,2,3,18,0,5,5,0
8871067,7,0,18,2,3,1,3
8871069,22,11,45,8,6,3,0
8871070,0,0,22,6,4,5,2
