"","SalePrice","YearBuilt","YrSold","MonthSold","Size.sqf.","Floor","HallwayType","HeatingType","AptManageType","N_Parkinglot.Ground.","N_Parkinglot.Basement.","TimeToBusStop","TimeToSubway","N_APT","N_manager","N_elevators","SubwayStation","N_FacilitiesNearBy.PublicOffice.","N_FacilitiesNearBy.Hospital.","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.Mall.","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.Park.","N_SchoolNearBy.Elementary.","N_SchoolNearBy.Middle.","N_SchoolNearBy.High.","N_SchoolNearBy.University.","N_FacilitiesInApt","N_FacilitiesNearBy.Total.","N_SchoolNearBy.Total."
"215",222123,2007,2008,3,1103,24,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0-5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"219",169911,1986,2008,3,1377,2,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"221",381663,2007,2008,3,1387,31,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"224",207079,2007,2008,3,868,18,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"226",170796,1986,2008,3,1131,12,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"227",147787,1986,2008,3,914,1,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"228",442477,2007,2008,3,1643,43,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"229",150442,1986,2008,3,1131,11,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"230",408849,2007,2008,3,1643,5,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"231",70796,1985,2008,4,676,8,"corridor","individual_heating","self_management",80,76,"0~5min","5min~10min",1,2,2,"Daegu",5,1,2,1,2,1,2,1,1,0,3,12,4
"232",57522,1985,2008,4,587,7,"corridor","individual_heating","self_management",80,76,"0~5min","5min~10min",1,2,2,"Daegu",5,1,2,1,2,1,2,1,1,0,3,12,4
"233",383185,2007,2008,4,1444,10,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"235",462831,2007,2008,4,1690,23,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"236",371681,2007,2008,4,1483,7,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"237",373451,2007,2008,4,1483,24,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"238",347787,2007,2008,4,1334,10,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"239",383185,2007,2008,4,1483,16,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"240",48672,1986,2008,4,508,6,"corridor","individual_heating","management_in_trust",100,18,"0~5min","5min~10min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"241",191150,2006,2008,4,914,7,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"242",272566,2006,2008,4,1437,10,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"243",212389,1993,2008,4,1761,15,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"244",86725,1992,2008,4,644,13,"mixed","individual_heating","self_management",142,79,"5min~10min","15min~20min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"245",247787,2007,2008,4,1448,31,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0-5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"248",265486,2007,2008,4,1366,17,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0-5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"249",162831,1993,2008,4,1451,18,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"250",84955,1993,2008,4,644,15,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"251",89380,1993,2008,4,644,3,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"252",185840,2005,2008,4,914,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"253",38938,1992,2008,4,355,13,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"255",164601,1986,2008,4,1131,12,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"256",176106,1986,2008,4,1377,2,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"258",66371,1985,2008,5,587,6,"corridor","individual_heating","self_management",80,76,"0~5min","5min~10min",1,2,2,"Daegu",5,1,2,1,2,1,2,1,1,0,3,12,4
"259",72123,1985,2008,5,676,9,"corridor","individual_heating","self_management",80,76,"0~5min","5min~10min",1,2,2,"Daegu",5,1,2,1,2,1,2,1,1,0,3,12,4
"261",448672,2007,2008,5,1690,12,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"263",307964,2007,2008,5,1273,7,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"264",53097,1986,2008,5,451,13,"corridor","individual_heating","management_in_trust",100,18,"0~5min","5min~10min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"266",265486,2006,2008,5,1437,28,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"267",265486,2006,2008,5,1437,20,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"268",173451,2005,2008,5,914,6,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"269",141592,2005,2008,5,743,9,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"270",65929,1992,2008,5,576,7,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"271",185840,1993,2008,5,1761,17,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"272",265486,2007,2008,5,1103,9,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0-5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"273",181415,1993,2008,5,1451,19,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"274",127433,1993,2008,5,914,14,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"275",181415,1993,2008,5,1761,1,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"276",144247,2005,2008,5,743,7,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"278",44247,1992,2008,5,576,4,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"279",185840,1993,2008,5,2337,24,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"280",291238,2007,2008,5,1394,11,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0-5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"281",291238,2007,2008,5,1394,11,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0-5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"283",137168,1993,2008,5,914,23,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"286",332743,2007,2008,5,1387,24,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"287",69911,1997,2008,6,558,12,"mixed","individual_heating","management_in_trust",82,56,"5min~10min","15min~20min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"290",61061,1985,2008,6,587,7,"corridor","individual_heating","self_management",80,76,"0~5min","5min~10min",1,2,2,"Daegu",5,1,2,1,2,1,2,1,1,0,3,12,4
"291",326548,2007,2008,6,1334,4,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"292",360176,2007,2008,6,1483,4,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"293",289380,2007,2008,6,1273,3,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"294",307964,2007,2008,6,1273,8,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"295",371681,2007,2008,6,1483,8,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"296",317699,2007,2008,6,1273,10,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"297",315929,2007,2008,6,1334,3,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"298",346017,2006,2008,6,2056,15,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"299",171681,2005,2008,6,914,12,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"300",268849,2007,2008,6,1419,4,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0-5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"301",172566,2005,2008,6,914,21,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"303",128318,1993,2008,6,914,15,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"304",283185,2007,2008,6,1366,11,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0-5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"305",169911,2005,2008,6,914,10,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"306",38053,1992,2008,6,355,5,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"307",221238,2007,2008,6,1103,16,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0-5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"310",176991,1993,2008,6,1288,13,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"311",225663,2005,2008,6,1184,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"312",92035,1993,2008,6,644,10,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"313",38584,1992,2008,6,355,9,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"314",225663,2007,2008,6,868,20,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"315",333628,2007,2008,6,1387,17,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"316",185840,2007,2008,6,868,6,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"319",348672,2007,2008,6,1387,38,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"320",362831,2007,2008,6,1387,35,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"321",333628,2007,2008,6,1387,14,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"322",168141,2006,2008,6,903,1,"terraced","individual_heating","management_in_trust",123,181,"5min~10min","0-5min",3,3,11,"Myung-duk",3,1,1,1,2,0,4,3,3,1,4,8,11
"324",141592,1978,2008,6,903,8,"corridor","individual_heating","self_management",87,0,"0~5min","0-5min",2,1,4,"Kyungbuk_uni_hospital",3,2,1,1,0,0,3,3,3,2,3,7,11
"326",346017,2007,2008,6,1387,17,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"327",317699,2007,2008,7,1483,11,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"329",348672,2007,2008,7,1483,5,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"331",337168,2007,2008,7,1483,3,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"332",348672,2007,2008,7,1483,4,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"333",340707,2006,2008,7,1743,6,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"335",380530,2006,2008,7,2056,26,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"336",58849,1992,2008,7,576,1,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"337",61946,1992,2008,7,576,12,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"338",137168,1993,2008,7,914,10,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"339",121238,1993,2008,7,914,3,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"341",141592,2005,2008,7,743,14,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"342",68141,1992,2008,7,644,6,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"343",92035,1993,2008,7,644,11,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"344",230088,2005,2008,7,1184,10,"mixed","individual_heating","management_in_trust",67,798,"0~5min","5min~10min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"345",80530,1993,2008,7,644,1,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"346",48672,1992,2008,7,576,3,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"347",38053,1992,2008,7,355,2,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"348",185840,1993,2008,7,1451,21,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"349",123008,1986,2008,7,1131,1,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"350",132743,1986,2008,7,914,7,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"351",151327,1986,2008,7,1131,3,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"352",398230,2007,2008,7,1519,26,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"353",190265,1986,2008,7,1377,9,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"354",165929,1986,2008,7,1313,4,"terraced","central_heating","management_in_trust",713,0,"0~5min","10min~15min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"355",408849,2007,2008,8,1690,3,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"356",307964,2007,2008,8,1273,6,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"357",383185,2007,2008,8,1483,17,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"359",348672,2007,2008,8,1483,3,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0-5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"361",278761,2006,2008,8,1743,5,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"363",204424,2006,2008,8,914,13,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"364",75221,1993,2008,8,644,21,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"365",84070,1993,2008,8,644,6,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"366",92035,1993,2008,8,644,18,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"367",79646,1992,2008,8,644,10,"mixed","individual_heating","self_management",142,79,"5min~10min","15min~20min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"369",252212,2007,2008,8,914,13,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0-5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"371",63716,1992,2008,8,576,7,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"372",37610,1992,2008,8,355,10,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"373",90265,1993,2008,8,644,18,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"376",36283,1992,2008,8,355,13,"corridor","individual_heating","management_in_trust",200,0,"5min~10min","10min~15min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"378",90707,1993,2008,8,644,8,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"379",128318,1993,2008,8,914,7,"mixed","individual_heating","management_in_trust",523,536,"0~5min","15min~20min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"380",172566,2006,2008,8,903,3,"terraced","individual_heating","management_in_trust",123,181,"5min~10min","0-5min",3,3,11,"Myung-duk",3,1,1,1,2,0,4,3,3,1,4,8,11
"381",348672,2007,2008,8,1387,43,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"382",362831,2007,2008,8,1387,35,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0-5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"384",75221,1997,2008,9,644,7,"mixed","individual_heating","management_in_trust",82,56,"5min~10min","15min~20min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"385",73451,1997,2008,9,644,4,"mixed","individual_heating","management_in_trust",82,56,"5min~10min","15min~20min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"387",180530,2006,2008,9,814,6,"terraced","individual_heating","management_in_trust",111,184,"5min~10min","10min~15min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9
"388",123008,2003,2008,9,907,8,"mixed","individual_heating","management_in_trust",82,56,"5min~10min","15min~20min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"390",247787,2006,2008,9,1437,6,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0-5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
